model,dimension,score
Qwen2.5 72B,uncertainty_transparency,2.0
Qwen2.5 72B,uncertainty_transparency,1.0
Qwen2.5 72B,uncertainty_transparency,2.0
Qwen2.5 72B,uncertainty_transparency,2.0
Qwen2.5 72B,uncertainty_transparency,2.0
Qwen2.5 72B,uncertainty_transparency,2.0
Qwen2.5 72B,uncertainty_transparency,2.0
Qwen2.5 72B,uncertainty_transparency,1.0
Qwen2.5 72B,uncertainty_transparency,2.0
Qwen2.5 72B,uncertainty_transparency,2.0
Qwen2.5 72B,uncertainty_transparency,2.0
Qwen2.5 72B,uncertainty_transparency,2.0
Qwen2.5 72B,uncertainty_transparency,1.0
Qwen2.5 72B,uncertainty_transparency,2.0
Qwen2.5 72B,uncertainty_transparency,2.0
